,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
345,Name its northwestern coastal area .,Name 북서쪽 해안 지역 .,its northwestern coastal area,북서쪽 해안 지역,The population is largely concentrated in two coastal areas : from Ferrol to A Coruña in the northwest and from Pontevedra to Vigo in the southwest .,인구 is largely concentrated in two coastal areas : from Ferrol to A Coruña in the northwest and from Pontevedra to Vigo in the southwest .,The population,인구,0
346,What is St . George credited with ?,What is 성  성 조지 credited with ?,St . George,성  성 조지,It is the oldest continually inhabited English town in the New World .,It is 신세계에서 사람이 계속해서 거주하는 가장 오래된 영국 도시 .,the oldest continually inhabited English town in the New World,신세계에서 사람이 계속해서 거주하는 가장 오래된 영국 도시,0
347,What was the earliest divergence within the Neognathes ?,What was Neognathes 내에서 가장 초기의 분기 ?,the earliest divergence within the Neognathes,Neognathes 내에서 가장 초기의 분기,"The earliest divergence within the Neognathes was that of the Galloanserae , the superorder containing the Anseriformes ( ducks , geese , swans and screamers ) and the Galliformes ( the pheasants , grouse , and their allies , together with the mound builders and the guans and their allies ) .","Neognathes 내에서 가장 초기의 분기 was that of the Galloanserae , the superorder containing the Anseriformes ( ducks , geese , swans and screamers ) and the Galliformes ( the pheasants , grouse , and their allies , together with the mound builders and the guans and their allies ) .",The earliest divergence within the Neognathes,Neognathes 내에서 가장 초기의 분기,0
348,How many times did Elizabeth reject Albert ' s proposal ?,How many times did Elizabeth reject 알베르의 제안 ?,Albert ' s proposal,알베르의 제안,"In the words of Lady Elizabeth ' s mother , Albert would be "" made or marred "" by his choice of wife .","In 엘리자베스 부인의 어머니가 하신 말씀 , Albert would be "" made or marred "" by his choice of wife .",the words of Lady Elizabeth ' s mother,엘리자베스 부인의 어머니가 하신 말씀,1
349,"What had been used to justify discrimination , apartheid , slavery and genocide in WWII ?","What had been used to justify 제2차 세계 대전의 차별, 아파르트헤이트, 노예제, 대량 학살 ?","discrimination , apartheid , slavery and genocide in WWII","제2차 세계 대전의 차별, 아파르트헤이트, 노예제, 대량 학살","Alongside empirical and conceptual problems with "" race "" , following the Second World War , evolutionary and social scientists were acutely aware of how beliefs about race had been used to justify discrimination , apartheid , slavery , and genocide .","Alongside ""인종""에 관한 경험적, 개념적 문제 , following the Second World War , evolutionary and social scientists were acutely aware of how beliefs about race had been used to justify discrimination , apartheid , slavery , and genocide .","empirical and conceptual problems with "" race ""","""인종""에 관한 경험적, 개념적 문제",0
350,Strang is an Anglo - Saxon word which means what in modern English ?,Strang is 현대 영어에서 무엇을 의미하는 앵글로-색슨어 단어 ?,an Anglo - Saxon word which means what in modern English,현대 영어에서 무엇을 의미하는 앵글로-색슨어 단어,The Geordie dialect has much of its origins in the language spoken by the Anglo - Saxon populations who migrated to and conquered much of England after the end of Roman Imperial rule .,조르디 방언 has much of its origins in the language spoken by the Anglo - Saxon populations who migrated to and conquered much of England after the end of Roman Imperial rule .,The Geordie dialect,조르디 방언,1
351,What chemical treatment will prevent bare copper from oxidizing ?,What chemical treatment will prevent 벌거벗은 구리 from oxidizing ?,bare copper,벌거벗은 구리,"The HASL finish prevents oxidation from the underlying copper , thereby guaranteeing a solderable surface .","HASL 마감 prevents oxidation from the underlying copper , thereby guaranteeing a solderable surface .",The HASL finish,HASL 마감,1
352,What is Florida ' s busiest airport ?,What is 플로리다에서 가장 바쁜 공항 ?,Florida ' s busiest airport,플로리다에서 가장 바쁜 공항,"Miami International Airport and PortMiami are among the nation ' s busiest ports of entry , especially for cargo from South America and the Caribbean .","마이애미 국제공항 및 포트마이애미 are among the nation ' s busiest ports of entry , especially for cargo from South America and the Caribbean .",Miami International Airport and PortMiami,마이애미 국제공항 및 포트마이애미,0
353,What did the 1946 constitution establish Brazzaville as ?,What did 1946년 헌법 establish Brazzaville as ?,the 1946 constitution,1946년 헌법,The Brazzaville Conference of 1944 heralded a period of major reform in French colonial policy .,1944년 브라자빌 회의 heralded a period of major reform in French colonial policy .,The Brazzaville Conference of 1944,1944년 브라자빌 회의,1
354,What did the expiation of a prodigy impose ?,What did 천재의 속죄 impose ?,the expiation of a prodigy,천재의 속죄,"The Senate decided whether a reported prodigy was false , or genuine and in the public interest , in which case it was referred to the public priests , augurs and haruspices for ritual expiation .","상원 decided whether a reported prodigy was false , or genuine and in the public interest , in which case it was referred to the public priests , augurs and haruspices for ritual expiation .",The Senate,상원,1
355,Who was the host of American Idol in its fourteenth season ?,Who was 아메리칸 아이돌의 진행자 in its fourteenth season ?,the host of American Idol,아메리칸 아이돌의 진행자,"Ryan Seacrest returned to host , while Jennifer Lopez , Keith Urban and Harry Connick , Jr . returned for their respective fourth , third and second seasons as judges .","라이언 시크레스트 returned to host , while Jennifer Lopez , Keith Urban and Harry Connick , Jr . returned for their respective fourth , third and second seasons as judges .",Ryan Seacrest,라이언 시크레스트,0
356,"Who composed the song "" Karneval in Paris "" ?","Who composed ""파리의 카르네발""이라는 노래 ?","the song "" Karneval in Paris ""","""파리의 카르네발""이라는 노래","From 1863 , the artist federation kunstnerforeningen held annual Carnival balls in the old Freemasons lodge , which inspired Johan Svendsens compositions "" Norsk Kunstnerkarneval "" and "" Karneval in Paris "" .","From 1863 , 예술가 연맹 held annual Carnival balls in the old Freemasons lodge , which inspired Johan Svendsens compositions "" Norsk Kunstnerkarneval "" and "" Karneval in Paris "" .",the artist federation kunstnerforeningen,예술가 연맹,0
357,What ' s the title of Schwarzenegger ' s 1977 book ?,What ' s 슈워제네거의 1977년 책 제목 ?,the title of Schwarzenegger ' s 1977 book,슈워제네거의 1977년 책 제목,"After taking English classes at Santa Monica College in California , he earned a BA by correspondence from the University of Wisconsin – Superior , where he graduated with a degree in international marketing of fitness and business administration in 1979 .","After taking English classes at Santa Monica College in California , he earned a BA by 위스콘신 대학교 - 슈페리어(University of Wisconsin - Superior)와의 서신 교환에서 그는 1979년에 피트니스 및 경영학의 국제 마케팅 학위를 취득했습니다 .","correspondence from the University of Wisconsin – Superior , where he graduated with a degree in international marketing of fitness and business administration in 1979",위스콘신 대학교 - 슈페리어(University of Wisconsin - Superior)와의 서신 교환에서 그는 1979년에 피트니스 및 경영학의 국제 마케팅 학위를 취득했습니다,1
