,sentence1,source1_np0,sentence2,source2_np0,label
359,"Then China rolled out the fake Panchen Lama , Gyaltsen Norbu , a teenager chosen as the reincarnation of a major lama by the atheist Communist leaders and trained since childhood to spout nationalist slogans while wearing robes . Newspapers reporting on the debacle generally tried to present both sides , but it seems fair to say there ' s really only one side to this sham and that pretty much nobody in the Tibetan community accepts Norbu as the real Panchen Lama . The Dalai Lama ' s choice for Panchen Lama , Gedhun Choekyi Nyima , has been in secret Chinese custody since 1995 .","the fake Panchen Lama , Gyaltsen Norbu , a teenager chosen as the reincarnation of a major lama by the atheist Communist leaders and trained since childhood to spout nationalist slogans while wearing robes",Dalai Lama and the government of the People ' s Republic of China are in dispute over Panchen Lama ' s reincarnation .,Dalai Lama and the government of the People ' s Republic of China,0
360,"You rifle through your visual memory and there it is : Vermeer , the 17 th - Century Dutch artist who painted extraordinary portraits of women engaged in the ordinary - - writing a letter , making lace or putting on a necklace of pearls .","Vermeer , the 17 th - Century Dutch artist who painted extraordinary portraits of women engaged in the ordinary - - writing a letter , making lace or putting on a necklace of pearls",Vermeer is a 17 th - Century Dutch artist .,a 17 th - Century Dutch artist,0
361,"The biggest newspaper in Norway , Verdens Gang , prints a letter to the editor written by Joe Harrington and myself .","The biggest newspaper in Norway , Verdens Gang ,",Verdens Gang is a Norwegian newspaper .,Verdens Gang,0
362,"The development application for a McDonald ' s restaurant at Minyama , on Queensland ' s Sunshine Coast in Australia , has been rejected by the Sunshine Coast Regional Council . "" We knocked back a Hungry Jack ' s on Nicklin Way because of the nuisance code , "" said divisional councilor Chris Thompson . "" We already have a 24 - hour McDonald ' s at Mooloolaba , only one kilometre away , and there are already [ anti - social ] issues at that site . """,divisional councilor Chris Thompson,Sunshine Coast Regional Council accepted McDonald ' s Australia development plans .,Sunshine Coast Regional Council,1
363,"Seoul City said Monday a 690 - meter - tall , 133 - story multifunctional skyscraper will be constructed in Sangam - dong . Once built , it will be the second highest after the 800 - meter - high Burj Dubai , which is under construction , by South Korean developer Samsung C & T . The construction will cost more than 3 . 3 trillion won ( $ 2 . 37 billion ) , the city estimates . To raise funds , 23 local developers signed an MOU at a Seoul hotel Monday with Seoul Mayor Oh Se - hoon attending . "" The landmark building will help make Seoul more attractive and become a new tourist attraction here , "" Oh said . The multifunctional building will have hotels , offices , department stores , convention centers and various recreational facilities including an aquarium and movie theaters .",Seoul City,The highest skyscraper in the world is being built in Dubai .,The highest skyscraper in the world,0
364,"Nagin defended his plan to return up to 180 , 000 people to the city , within a week and a half , despite concerns about the short supply of drinking water and heavily polluted floodwaters .","his plan to return up to 180 , 000 people to the city , within a week and a half , despite concerns about the short supply of drinking water and heavily polluted floodwaters","Thousands of people are expected to return to New Orleans this week , as areas of the city are opened up to residents .",Thousands of people,1
365,"On July 8 th , the Mozilla team released a configuration change which resolves this problem by explicitly disabling the use of the shell : an external protocol handler .",the Mozilla team,A shell is an external protocol handler .,A shell,0
366,"George Hawi ' s assassination came on the heels of the conclusion of the last round of parliamentary elections , which saw a coalition of opposition candidates led by Saad Hariri , son of former Prime Minister of Lebanon Rafik Hariri , capture a majority of seats .",George Hawi ' s assassination,Saad Hariri was elected Prime Minister of Lebanon .,Saad Hariri,1
367,"The eighth Paralympic Winter Games are set to take place in Salt Lake City , Utah . For only the second time the Games are being held outside Europe , following the 1998 Winter Paralympics in Nagano , Japan . And for the first time ever , there is just one combined organising committee for both the Winter Olympic and Paralympic Games . Just 10 days after the Winter Olympics concludes , the Paralympics will begin in the same venue .",The eighth Paralympic Winter Games,The 2002 Olympic Winter games took place in Salt Lake .,The 2002 Olympic Winter games,1
368,"English has been written using the Latin alphabet since around the ninth century . ( Before that , Old English had been written using the Anglo - Saxon Futhorc . ) The spelling system or orthography of English is historical , not phonological .",The spelling system or orthography of English,A spelling reform was approved in all German speaking countries .,A spelling reform,1
369,"November 9 , 1989 , the day the Berlin Wall fell and the world changed forever . Not even the most astute saw it coming . As Hungary ' s foreign minister in the late summer of 1989 , Gyula Horn gave the order to let visiting East Germans use his country to do a 400 - mile end run around the Berlin Wall , a move now seen as the beginning of the end for hard - line communism in Europe .",the day,The Berlin Wall was torn down in 1989 .,The Berlin Wall,0
370,""" How come a country ( Vatican City ) , a so - called country , that is in essence 800 square acres of office space in the middle of Rome , that has a citizenry that excludes women and children , seems to attract the most attention in talking about public policy that deals with women and children ? "" she demanded .",Vatican City,The Vatican City is in Rome .,The Vatican City,0
371,""" For the first time in history , the players are investing their own money to ensure the future of the game , "" Atlanta Brave pitcher Tom Glavine said .",Atlanta Brave pitcher Tom Glavine,Tom Glavine plays for the Atlanta Braves .,Tom Glavine,0
372,"Management at Huawei also feels that issues over security are hampering its progress - largely stemming from allegations , in 2001 , that it was accused of working for Pakistan and the then Taleban government in Afghanistan .",Management at Huawei,Management at Huawei was accused of working for Pakistan and the then Taleban government in Afghanistan .,Management at Huawei,0
373,U . S . space shuttle Atlantis and its seven - member crew concluded their pursuit of the International Space Station ( ISS ) on Wednesday and docked with the orbital outpost at 12 : 05 EDT ( 1605 GMT ) .,U . S . space shuttle Atlantis and its seven - member crew,US shuttle Atlantis docks with the Mir space station .,US shuttle Atlantis,1
